video_id,title,channel_title,published_at,category_id,view_count,like_count,comment_count,duration,video_age_days,views_per_day,like_rate,comment_rate,engagement_rate
tMKXbLBgkEc,CAR vs. WORLD’S STRONGEST TRAMPOLINE- 150ft (45m) drop,Mark Rober,2020-03-02 20:58:29+00:00,28,35798389,914755,40300,PT14M37S,2270,15770.22,0.025552965525906766,0.0011257489827265692,0.026678714508633336
-k-V3ESHcfA,Feeding Bill Gates a Fake Burger (to save the world),Mark Rober,2020-02-12 20:59:34+00:00,28,81880671,1746785,87903,PT16M39S,2289,35771.37,0.021333300993588586,0.0010735500689778178,0.022406851062566402
a_TSR_v07m0,Glitter Bomb 2.0 vs Porch Pirates,Mark Rober,2019-12-15 17:00:01+00:00,28,81067887,2493391,87982,PT15M59S,2348,34526.36,0.03075682729956931,0.0010852879389837804,0.03184211523855309
wM5NHC97JBw,World's First Automatic Strike Bowling Ball,Mark Rober,2019-11-14 21:10:46+00:00,28,65937804,816597,18074,PT5M50S,2379,27716.61,0.012384352381526081,0.000274106793122804,0.012658459174648886
U7nJBFjKqAY,"Using Drones to Plant 20,000,000 Trees",Mark Rober,2019-10-25 19:01:06+00:00,28,29430614,955139,39587,PT11M34S,2399,12267.87,0.03245392705704339,0.0013450959602813587,0.03379902301732475
Kou7ur5xt_4,World's Largest Elephant Toothpaste Experiment,Mark Rober,2019-08-29 18:54:35+00:00,28,100447005,1296996,36207,PT10M33S,2456,40898.62,0.012912241634282675,0.00036045873144749315,0.013272700365730168
ugRc5jx80yg,Testing if Sharks Can Smell a Drop of Blood,Mark Rober,2019-07-28 16:17:19+00:00,28,124185480,1947411,66855,PT13M23S,2488,49913.78,0.015681470973901296,0.0005383479614524983,0.016219818935353795
PmlRbfSavbI,Stealing Baseball Signs with a Phone (Machine Learning),Mark Rober,2019-06-30 17:23:23+00:00,28,29565611,454148,13947,PT13M30S,2516,11751.04,0.015360683734897277,0.0004717304844469475,0.015832414219344223
DPZzrlFCD_I,World's Largest Jello Pool- Can you swim in Jello?,Mark Rober,2019-05-16 20:57:03+00:00,28,213601036,2360123,64554,PT10M28S,2561,83405.32,0.011049211390529024,0.0003022176353114692,0.011351429025840493
oBcxuzdP3rs,"Rocket Powered Golf Club at 100,000 FPS",Mark Rober,2019-03-31 16:43:44+00:00,28,31134799,446962,17515,PT14M39S,2607,11942.77,0.014355705331516673,0.0005625538163904639,0.014918259147907138
6qZWMNW7GmE,Drinking Nasty Swamp Water (to save the world),Mark Rober,2019-02-15 20:20:12+00:00,28,77065009,1379128,69512,PT11M7S,2651,29070.17,0.017895644442213716,0.000901991719744041,0.018797636161957756
xoxhDk-hwuo,Glitter Bomb 1.0 vs Porch Pirates,Mark Rober,2018-12-17 19:55:40+00:00,28,94699582,2391127,152785,PT8M11S,2711,34931.61,0.025249604586427846,0.0016133650938395905,0.026862969680267437
pFEB0chiuJA,World's Largest Horn Shatters Glass,Mark Rober,2018-11-28 19:54:24+00:00,28,56403924,992313,28834,PT9M16S,2730,20660.78,0.017592978105565846,0.0005112055678963046,0.01810418367346215
GYCI58pMGuQ,Playing Card Machine Gun- Card Throwing Trick Shots,Mark Rober,2018-11-01 12:58:27+00:00,28,29440299,401773,18074,PT10M36S,2757,10678.38,0.013647042103750373,0.0006139203953057678,0.01426096249905614
LEZCxxKp0hM,Flying Phone Scam Exposed (so I built a REAL one),Mark Rober,2018-09-27 20:00:26+00:00,28,71330449,1335169,29914,PT10M57S,2792,25548.16,0.018718079287570445,0.0004193720973212996,0.019137451384891747
zwgaTYOx0RI,Beat Any Escape Room- 10 proven tricks and tips,Mark Rober,2018-08-29 19:58:27+00:00,28,34155971,545344,12742,PT11M22S,2821,12107.75,0.01596628595334034,0.00037305336744781754,0.016339339320788158
M0_U1FHwACk,Rock Skip Robot- The Science of Perfect Rock Skipping,Mark Rober,2018-07-31 23:46:20+00:00,28,24835276,369077,8207,PT9M22S,2850,8714.13,0.01486099852484023,0.0003304573703952394,0.01519145589523547
a1D-fZP8qJk,World's Largest Lemon Battery,Mark Rober,2018-06-23 17:02:19+00:00,28,34591758,541484,22850,PT12M4S,2888,11977.76,0.015653555393166197,0.0006605619754856055,0.016314117368651803
jnL7sJYblGY,200 dropped wallets- the 20 MOST and LEAST HONEST cities,Mark Rober,2018-05-09 19:03:01+00:00,28,38032499,769728,45383,PT8M24S,2933,12967.1,0.0202386911257133,0.0011932689461189494,0.021431960071832252
b7zWwo9dbiU,1st place Mousetrap Car Ideas,Mark Rober,2018-03-29 20:14:02+00:00,28,26001619,328709,9924,PT14M6S,2974,8742.98,0.01264186664684226,0.00038166854148582053,0.01302353518832808
lARpY0nIQx0,Is NASA a waste of money?,Mark Rober,2018-02-14 20:20:02+00:00,28,24014878,492535,18940,PT7M40S,3017,7959.85,0.020509577437786693,0.000788677752183459,0.02129825518997015
vXBfwgwT1nQ,This Arcade Game is a SCAM (I have proof),Mark Rober,2018-01-03 20:57:20+00:00,28,50872193,799634,17227,PT7M9S,3059,16630.33,0.015718488880556023,0.00033863293449920665,0.016057121815055232
My4RA5I0FKs,Liquid Sand Hot Tub- Fluidized air bed,Mark Rober,2017-11-28 21:05:56+00:00,28,148170329,1902695,76097,PT9M9S,3095,47874.1,0.012841268645627426,0.0005135778567381058,0.013354846502365531
tk_ZlWJ3qJI,Carnival Scam Science (and how to WIN),Mark Rober,2017-10-24 20:03:45+00:00,28,118521442,1603276,42845,PT10M53S,3130,37866.28,0.013527307573594995,0.00036149577052901536,0.01388880334412401
S32y9aYEzzo,Measuring How Much Pee Is In Your Pool,Mark Rober,2017-08-22 20:29:16+00:00,28,45989649,651666,38658,PT10M30S,3193,14403.27,0.014169840696109683,0.0008405804532232895,0.015010421149332973
T1KRQ3RcvXA,World's Largest Super Soaker,Mark Rober,2017-07-11 19:01:28+00:00,28,52748565,387114,13739,PT8M5S,3235,16305.58,0.0073388536730809644,0.000260462061858934,0.007599315734939899
lv8wqnk_TsA,NICEST Car Horn Ever- DIY,Mark Rober,2017-06-14 20:21:14+00:00,28,46616503,797865,23279,PT4M52S,3262,14290.77,0.017115505210676143,0.000499372507628897,0.017614877718305038
vNds3PIBqnQ,Hot Wheels STUNT RACE- Slow Mo (2500 FPS),Mark Rober,2017-04-26 20:03:40+00:00,28,8952382,116242,6370,PT5M14S,3311,2703.83,0.012984477203944156,0.0007115424699258812,0.013696019673870038
MHTizZ_XcUM,"Automatic Bullseye, MOVING Dartboard",Mark Rober,2017-03-21 15:59:53+00:00,28,24115994,456439,12322,PT5M36S,3347,7205.26,0.018926816783915272,0.0005109472161918767,0.01943776400010715
Qf-D1Upn-KU,How to save 51 billion lives for 68 cents with simple Engineering,Mark Rober,2017-02-15 18:38:01+00:00,28,17241415,642779,20017,PT8M11S,3381,5099.5,0.037281104828113004,0.0011609835967639546,0.03844208842487696
UBuH1b0Dqm0,1st place science fair ideas- 10 ideas and tricks to WIN!,Mark Rober,2017-02-01 23:01:21+00:00,28,9428403,123673,5162,PT11M36S,3395,2777.14,0.013117067651860024,0.0005474946287298072,0.01366456228058983
350Xlkvn0Ko,Myth-testing Christmas movies with Science Experiments,Mark Rober,2016-12-15 20:23:04+00:00,28,18791584,234951,10998,PT8M28S,3443,5457.91,0.012502990700517849,0.0005852619981370384,0.013088252698654887
v4c0IBeXwY8,How to CHEER THE LOUDEST using SCIENCE!,Mark Rober,2016-11-29 17:18:29+00:00,28,12491292,196765,5043,PT6M23S,3459,3611.24,0.015752173594212673,0.0004037212483704648,0.016155894842583136
_uXnypEzau0,PAINT Super Soaker Battle (w/ Colin Furze)- Splatoon IRL,Mark Rober,2016-11-09 17:00:03+00:00,28,13811579,160590,5914,PT4M14S,3479,3969.99,0.011627200626372987,0.0004281914471907955,0.012055392073563783
I6IqoSAtjb0,GLOWING WALL DIY- EASY and AWESOME,Mark Rober,2016-10-11 16:00:01+00:00,28,5768386,97646,3217,PT6M43S,3508,1644.35,0.01692778534584891,0.0005576949947524316,0.01748548034060134
GMb6GNYPqXA,Bare Hand Bottle Busting- Science Investigation,Mark Rober,2016-08-31 16:00:04+00:00,28,22569794,314579,7593,PT5M26S,3549,6359.48,0.01393805366588636,0.0003364230971713787,0.01427447676305774
MFVXsnq230c,25 Million Orbeez in a pool- Do you sink or float?,Mark Rober,2016-08-16 16:00:02+00:00,28,59368779,738142,55148,PT5M50S,3564,16657.91,0.012433167945057453,0.0009289057469078149,0.013362073691965267
57MKxz4pJKE,World's Largest Nerf Gun,Mark Rober,2016-06-21 16:00:01+00:00,28,49354980,354564,9820,PT3M18S,3620,13633.97,0.007183955904753685,0.00019896675067034776,0.007382922655424032
edRloa1ZHqY,1500 Water Balloons + Trampoline- SLO MO!!,Mark Rober,2016-05-18 16:00:03+00:00,28,109276269,74840,1774,PT3M59S,3654,29905.93,0.0006848696490543614,1.6234082808958276e-05,0.0007011037318633197
W4DnuQOtA8E,How to Survive a Grenade Blast,Mark Rober,2016-04-06 16:00:01+00:00,27,99473766,1141879,48351,PT5M,3696,26913.9,0.01147919743985565,0.00048606785431246264,0.011965265294168113
pR5VJo5ifdE,Solar System Model From a Drone's View,Mark Rober,2016-03-09 16:30:01+00:00,27,18428921,265618,12812,PT8M3S,3724,4948.69,0.014413106442856856,0.0006952116187377438,0.015108318061594598
JinpVA6p8Mo,Snowball Machine Gun- How to make,Mark Rober,2016-02-02 17:00:02+00:00,26,22684948,259040,11597,PT5M15S,3760,6033.23,0.011419025514186764,0.0005112200389438847,0.011930245553130648
qCmgWiEEZwA,Defog your windows TWICE as fast using SCIENCE- 4 easy steps,Mark Rober,2016-01-05 16:30:00+00:00,26,13549382,172258,6634,PT5M16S,3788,3576.92,0.01271334736890583,0.0004896164267861073,0.013202963795691936
FRlbNOno5VA,BEST Guess Who Strategy- 96% WIN record using MATH,Mark Rober,2015-11-17 15:30:00+00:00,26,30657156,456140,15923,PT12M25S,3837,7989.88,0.014878744786372225,0.0005193893393111872,0.015398134125683412
Q6vVuj3iggE,Skin a Watermelon Party Trick,Mark Rober,2015-08-31 09:20:49+00:00,26,152921146,858477,25041,PT2M52S,3915,39060.32,0.0056138540839865275,0.00016375106160922964,0.005777605145595757
nsnyl8llfH4,1st place Egg Drop project ideas- using SCIENCE,Mark Rober,2015-05-27 17:30:00+00:00,26,42855218,520553,18228,PT9M49S,4011,10684.42,0.012146782219145403,0.00042533910339693056,0.012572121322542333
ptkzzNaZb7U,HEAT MAP Microwave- a NEW invention,Mark Rober,2015-02-11 17:06:50+00:00,26,4083195,49929,544,PT3M2S,4116,992.03,0.012227924456216272,0.00013322900326827398,0.012361153459484546
