video_id,title,channel_title,published_at,category_id,view_count,like_count,comment_count,duration,video_age_days,views_per_day,like_rate,comment_rate,engagement_rate
ohxIPa600gw,林俊傑 JJ Lin JJ20 World Tour 2023 Vlog #4: Seattle,JJ Lin林俊傑,2023-02-17 16:00:09+00:00,10,37712,1170,114,PT13M32S,1188,31.74,0.03102460755197285,0.0030229104794229954,0.03404751803139584
t6VL06w01sk,林俊傑 JJ Lin JJ20 World Tour 2023 Vlog #3: Connecticut & San Jose Highlights,JJ Lin林俊傑,2023-02-11 15:00:12+00:00,10,37504,1131,116,PT13M31S,1194,31.41,0.03015678327645051,0.0030930034129692833,0.033249786689419795
u7G34kSJr5k,林俊傑 JJ Lin JJ20 World Tour 2023 Vlog #2: Las Vegas,JJ Lin林俊傑,2023-02-04 10:00:04+00:00,10,39925,1043,89,PT12M30S,1201,33.24,0.02612398246712586,0.002229179711959925,0.028353162179085786
cmVLp6Z0Ui4,林俊傑 JJ Lin / 周杰倫 Jay Chou - 《可惜沒如果》 If Only / 《說好不哭》 Won't Cry - JJ20 現場版 Live in Taipei,JJ Lin林俊傑,2023-01-10 09:19:54+00:00,10,1070160,9262,417,PT3M4S,1226,872.89,0.008654780593556104,0.00038966135904911414,0.009044441952605217
TX-b9wZYzWA,"林俊傑 JJ Lin JJ20 World Tour 2022 Vlog #1: Singapore, Taipei & Kuala Lumpur Highlights",JJ Lin林俊傑,2023-01-01 11:57:47+00:00,10,47112,1709,168,PT7M15S,1235,38.15,0.03627525895737816,0.003565970453387672,0.03984122941076584
BlO0M8g7uBc,林俊傑 JJ Lin - 那些你很冒險的夢 (JJ20版) -《RO仙境傳說：愛如初見》遊戲主題曲,JJ Lin林俊傑,2022-09-15 07:47:40+00:00,10,550263,7079,663,PT5M23S,1343,409.73,0.01286475739782613,0.0012048783945131693,0.014069635792339299
OmROD-evGJk,林俊傑 JJ Lin《無拘 Unchained》Official Music Video 幕後花絮 Behind the Scenes,JJ Lin林俊傑,2022-08-20 10:01:04+00:00,10,56068,1267,160,PT3M5S,1369,40.96,0.022597560105586074,0.0028536776771063707,0.025451237782692444
NeRSqC1xuDI,林俊傑 JJ Lin《無拘 Unchained》Official Music Video,JJ Lin林俊傑,2022-08-19 02:00:44+00:00,10,1690387,16653,1459,PT4M50S,1371,1232.96,0.00985159019798425,0.0008631159610195772,0.010714706159003825
MB2xikL97eQ,JJ Lin JJ20 World Tour JJ 林俊傑 JJ20 世界巡迴演唱會,JJ Lin林俊傑,2022-07-25 12:40:04+00:00,10,65301,1342,176,PT35S,1395,46.81,0.020550986968040304,0.00269521140564463,0.023246198373684936
Wt4NoIb3seA,林俊傑 JJ Lin《一定會 We Will》MV 幕後花絮 Official Behind the Scenes,JJ Lin林俊傑,2022-02-17 12:06:17+00:00,10,102919,1693,223,PT4M29S,1553,66.27,0.016449829477550307,0.0021667524946802825,0.018616581972230588
h-SaCi3aWVQ,林俊傑 JJ Lin《一定會 We Will》Official Music Video,JJ Lin林俊傑,2022-02-14 04:00:43+00:00,10,2375481,16820,979,PT5M2S,1557,1525.68,0.007080671240898159,0.00041212705974074304,0.007492798300638902
9D5-uYWGDxE,林俊傑 JJ Lin 《Like You Do》 MV 幕後花絮 Behind the Scenes,JJ Lin林俊傑,2022-01-24 13:43:54+00:00,10,31809,894,136,PT5M50S,1577,20.17,0.028105253230217862,0.004275519507057751,0.03238077273727561
